Trump,Biden
0.3181818181818182,0.0
0.3181818181818182,0.0
0.3181818181818182,0.0
0.3181818181818182,0.0
-0.04431818181818181,0.0
-0.04431818181818181,0.26666666666666666
-0.04431818181818181,0.26666666666666666
-0.04431818181818181,0.26666666666666666
-0.04431818181818181,0.26666666666666666
-0.04431818181818181,0.26666666666666666
-0.04431818181818181,0.26666666666666666
-0.04431818181818181,1.0666666666666667
-0.1220959595959596,1.0666666666666667
-0.08876262626262627,1.0666666666666667
-0.2387626262626263,1.0666666666666667
0.7612373737373737,1.0666666666666667
0.7612373737373737,1.0666666666666667
0.7612373737373737,1.0666666666666667
0.7612373737373737,1.3166666666666667
0.7612373737373737,1.3166666666666667
0.7612373737373737,1.3166666666666667
0.7612373737373737,0.8166666666666667
1.1612373737373738,0.8166666666666667
1.1612373737373738,0.8166666666666667
1.1612373737373738,0.8166666666666667
1.1945707070707072,0.8166666666666667
1.1945707070707072,0.8166666666666667
1.1945707070707072,0.9166666666666666
1.1945707070707072,1.2166666666666666
1.1945707070707072,1.2166666666666666
1.1945707070707072,1.2166666666666666
1.1945707070707072,1.2166666666666666
1.1945707070707072,1.2166666666666666
1.1945707070707072,1.2166666666666666
1.1945707070707072,1.2166666666666666
1.1945707070707072,1.4666666666666666
1.1945707070707072,1.6333333333333333
1.1945707070707072,1.6333333333333333
1.1945707070707072,1.6333333333333333
1.4445707070707072,1.6333333333333333
1.4445707070707072,1.6333333333333333
1.4445707070707072,1.6333333333333333
1.4445707070707072,1.526190476190476
1.4445707070707072,1.526190476190476
1.3279040404040405,1.526190476190476
1.3279040404040405,1.426190476190476
1.3279040404040405,1.426190476190476
1.3279040404040405,1.301190476190476
1.3279040404040405,1.301190476190476
1.3279040404040405,1.101190476190476
1.3279040404040405,1.2678571428571428
1.3279040404040405,1.2678571428571428
1.4945707070707073,1.2678571428571428
1.0945707070707074,1.2678571428571428
1.0945707070707074,0.4178571428571427
1.0945707070707074,0.4178571428571427
1.1195707070707073,0.4178571428571427
1.1195707070707073,0.4178571428571427
1.1195707070707073,0.4178571428571427
1.1195707070707073,0.4178571428571427
1.2070707070707072,0.4178571428571427
1.2070707070707072,0.4178571428571427
1.2070707070707072,0.4178571428571427
1.2070707070707072,0.4178571428571427
1.2070707070707072,0.4178571428571427
1.373737373737374,0.4178571428571427
1.373737373737374,-0.032142857142857306
1.373737373737374,-0.032142857142857306
1.373737373737374,-0.032142857142857306
1.373737373737374,-0.032142857142857306
0.9737373737373739,-0.032142857142857306
0.9737373737373739,-0.032142857142857306
0.8487373737373739,-0.032142857142857306
1.0154040404040405,-0.032142857142857306
1.0154040404040405,0.9678571428571427
1.0154040404040405,0.9678571428571427
1.1154040404040406,0.9678571428571427
1.1154040404040406,1.3678571428571429
1.1154040404040406,1.1178571428571429
1.1154040404040406,1.1178571428571429
0.7265151515151518,1.1178571428571429
0.7265151515151518,1.1178571428571429
0.7265151515151518,1.1178571428571429
0.7265151515151518,1.1178571428571429
0.7265151515151518,1.1428571428571428
0.7265151515151518,1.9714285714285713
0.7265151515151518,1.9714285714285713
0.6265151515151518,1.9714285714285713
0.5015151515151518,1.9714285714285713
0.3015151515151518,1.9714285714285713
0.3015151515151518,1.9714285714285713
0.3015151515151518,2.571428571428571
0.3015151515151518,2.571428571428571
0.3015151515151518,2.933928571428571
0.3015151515151518,2.933928571428571
0.3015151515151518,2.933928571428571
0.3015151515151518,2.933928571428571
0.3015151515151518,2.933928571428571
0.3015151515151518,2.933928571428571
0.3015151515151518,3.2005952380952376
0.3015151515151518,3.2005952380952376
0.3015151515151518,3.0755952380952376
0.3015151515151518,3.5755952380952376
0.3015151515151518,3.5755952380952376
0.5431818181818184,3.5755952380952376
0.5431818181818184,3.5755952380952376
